date,day,plant_system,ave_ph,ave_do,ave_tds,ave_temp,ave_humidity,plant_no,height,length,weight,leaves,branches
2026-02-26,Thursday,DWC,6.06479166666667,3.730625,606.229166666667,23.1716666666667,63.7808333333333,1,31.1,58.4,25,208,44
2026-02-27,Friday,DWC,6.08416666666667,3.69208333333333,616.958333333333,23.2016666666667,63.0854166666667,1,31.4,58.7,25,179,39
2026-02-28,Saturday,DWC,6.07166666666667,3.66958333333333,623.458333333333,23.2152083333333,63.848125,1,31.7,59.1,26,182,40
2026-03-02,Monday,DWC,6.10479166666667,3.66708333333333,642.166666666667,23.2947916666667,62.8314583333333,1,32.5,60.1,27,230,49
2026-03-03,Tuesday,DWC,6.09916666666667,3.65729166666667,652.5625,23.05125,63.14375,1,32.7,60.4,28,230,49
2026-03-04,Wednesday,DWC,6.136875,3.67416666666667,659.75,23.1541666666667,63.73625,1,32.9,60.7,29,259,47
2026-03-05,Thursday,DWC,6.1475,3.75770833333333,679.354166666667,23.2035416666667,63.0902083333333,1,33.1,61.2,29,272,49
2026-03-06,Friday,DWC,6.13520833333333,3.69416666666666,686.520833333333,23.2022916666667,63.4364583333333,1,33.4,61.5,29,285,52
2026-03-07,Saturday,DWC,6.16979166666667,3.72958333333333,698.666666666667,23.2483333333333,63.1352083333333,1,33.6,61.7,31,293,53
2026-03-09,Monday,DWC,6.20875,3.746875,722.458333333333,23.081875,63.5920833333333,1,34.1,62.8,31,297,53
2026-03-10,Tuesday,DWC,6.21291666666667,3.690625,726.916666666667,23.2708333333333,63.4339583333333,1,34.2,63.2,30,337,53
2026-03-11,Wednesday,DWC,6.21520833333333,3.66208333333333,737.020833333333,23.2325,62.860625,1,34.3,64.4,31,357,53
2026-03-12,Thursday,DWC,6.23979166666667,3.67875,755.333333333333,23.250625,62.8654166666667,1,34.3,64.5,31,378,53
2026-03-13,Friday,DWC,6.22479166666667,3.68916666666667,763.270833333333,23.370625,62.8210416666667,1,34.5,64.8,32,385,52
2026-03-14,Saturday,DWC,6.24666666666667,3.67541666666667,766.8125,23.1614583333333,63.254375,1,34.6,65.0,30,390,53
2026-03-16,Monday,DWC,6.276875,3.72645833333333,786.5625,23.263125,63.2775,1,35.5,65.5,30,393,55
2026-03-17,Tuesday,DWC,6.66553138446634,5.55972979535018,787.417345009818,21.8449100634085,64.879313439358,1,35.6,65.5,30,390,56
2026-02-06,Friday,AERO,5.79770833333333,3.69833333333333,399.145833333333,23.085,63.29375,1,20.9,34.2,7,66,5
2026-02-07,Saturday,AERO,5.80479166666667,3.64708333333333,408.729166666667,23.255625,62.9891666666667,1,21.0,34.4,7,72,5
2026-02-09,Monday,AERO,5.85458333333333,3.64645833333333,432.1875,23.21125,63.5139583333333,1,21.2,34.7,7,78,6
2026-02-10,Tuesday,AERO,5.869375,3.69666666666667,445.8125,23.1675,63.1125,1,21.4,34.9,7,84,6
2026-02-11,Wednesday,AERO,5.87833333333333,3.655625,445.270833333333,23.308125,63.3754166666667,1,21.6,35.2,7,90,6
2026-02-12,Thursday,AERO,5.88229166666667,3.75395833333333,468.625,23.2522916666667,63.6689583333333,1,21.8,35.6,8,96,7
2026-02-13,Friday,AERO,5.90458333333333,3.72416666666667,472.583333333333,23.140625,63.1516666666667,1,21.9,35.8,9,102,8
2026-02-14,Saturday,AERO,5.92645833333333,3.58604166666667,482.5,23.159375,63.0245833333333,1,22.1,36.1,10,108,10
2026-02-16,Monday,AERO,5.89416666666667,3.70041666666667,502.854166666667,23.1422916666667,62.8141666666667,1,22.3,36.5,13,120,12
2026-02-18,Wednesday,AERO,5.96208333333333,3.72375,523.020833333333,23.314375,63.4635416666667,1,22.7,37.0,14,132,13
2026-02-19,Thursday,AERO,5.945625,3.76104166666667,536.645833333333,23.1366666666667,63.0097916666667,1,22.8,37.1,14,144,14
2026-02-20,Friday,AERO,5.96354166666667,3.69895833333333,540.229166666667,23.153125,63.3622916666667,1,23.0,37.3,15,152,15
2026-02-21,Saturday,AERO,6.005,3.77,559.333333333333,23.191875,63.635,1,23.2,37.6,15,158,15
2026-02-23,Monday,AERO,6.030625,3.689375,578.125,23.334375,63.1227083333333,1,23.5,37.9,16,140,16
2026-02-24,Tuesday,AERO,6.03625,3.77083333333333,584.6875,23.1785416666667,63.379375,1,23.6,38.1,15,142,16
2026-02-26,Thursday,AERO,6.06479166666667,3.730625,606.229166666667,23.1716666666667,63.7808333333333,1,23.9,38.5,16,148,16
2026-02-27,Friday,AERO,6.08416666666667,3.69208333333333,616.958333333333,23.2016666666667,63.0854166666667,1,24.0,38.7,16,174,15
2026-02-28,Saturday,AERO,6.07166666666667,3.66958333333333,623.458333333333,23.2152083333333,63.848125,1,24.2,38.9,17,197,19
2026-03-02,Monday,AERO,6.10479166666667,3.66708333333333,642.166666666667,23.2947916666667,62.8314583333333,1,24.7,39.3,17,210,23
2026-03-03,Tuesday,AERO,6.09916666666667,3.65729166666667,652.5625,23.05125,63.14375,1,24.9,39.5,15,223,22
2026-03-04,Wednesday,AERO,6.136875,3.67416666666667,659.75,23.1541666666667,63.73625,1,24.7,39.8,16,241,23
2026-03-05,Thursday,AERO,6.1475,3.75770833333333,679.354166666667,23.2035416666667,63.0902083333333,1,24.5,40.0,16,248,25
2026-03-06,Friday,AERO,6.13520833333333,3.69416666666666,686.520833333333,23.2022916666667,63.4364583333333,1,23.9,40.4,16,262,25
2026-03-07,Saturday,AERO,6.16979166666667,3.72958333333333,698.666666666667,23.2483333333333,63.1352083333333,1,21.2,37.2,15,275,25
2026-03-09,Monday,AERO,6.20875,3.746875,722.458333333333,23.081875,63.5920833333333,1,18.4,37.2,17,291,34
2026-03-10,Tuesday,AERO,6.21291666666667,3.690625,726.916666666667,23.2708333333333,63.4339583333333,1,18.4,36.7,17,297,34
2026-03-11,Wednesday,AERO,6.21520833333333,3.66208333333333,737.020833333333,23.2325,62.860625,1,17.0,36.5,18,302,34
2026-03-12,Thursday,AERO,6.23979166666667,3.67875,755.333333333333,23.250625,62.8654166666667,1,17.0,36.7,18,312,34
2026-03-13,Friday,AERO,6.22479166666667,3.68916666666667,763.270833333333,23.370625,62.8210416666667,1,17.0,36.9,18,321,34
2026-03-14,Saturday,AERO,6.24666666666667,3.67541666666667,766.8125,23.1614583333333,63.254375,1,17.0,37.1,16,325,34
2026-03-16,Monday,AERO,6.276875,3.72645833333333,786.5625,23.263125,63.2775,1,17.0,37.6,16,322,34
2026-03-17,Tuesday,AERO,6.66553138446634,5.55972979535018,787.417345009818,21.8449100634085,64.879313439358,1,17.0,38.0,17,326,35
2026-02-06,Friday,AERO,5.79770833333333,3.69833333333333,399.145833333333,23.085,63.29375,2,22.4,48.0,8,31,6
2026-02-07,Saturday,AERO,5.80479166666667,3.64708333333333,408.729166666667,23.255625,62.9891666666667,2,22.4,48.2,8,33,6
2026-02-09,Monday,AERO,5.85458333333333,3.64645833333333,432.1875,23.21125,63.5139583333333,2,22.8,48.8,8,35,6
2026-02-10,Tuesday,AERO,5.869375,3.69666666666667,445.8125,23.1675,63.1125,2,23.0,49.2,8,37,6
2026-02-11,Wednesday,AERO,5.87833333333333,3.655625,445.270833333333,23.308125,63.3754166666667,2,23.2,49.5,8,39,5
2026-02-12,Thursday,AERO,5.88229166666667,3.75395833333333,468.625,23.2522916666667,63.6689583333333,2,23.5,49.8,9,43,6
2026-02-13,Friday,AERO,5.90458333333333,3.72416666666667,472.583333333333,23.140625,63.1516666666667,2,23.7,50.1,9,44,6
2026-02-14,Saturday,AERO,5.92645833333333,3.58604166666667,482.5,23.159375,63.0245833333333,2,24.0,50.5,9,45,8
2026-02-16,Monday,AERO,5.89416666666667,3.70041666666667,502.854166666667,23.1422916666667,62.8141666666667,2,24.3,51.0,10,48,10
2026-02-18,Wednesday,AERO,5.96208333333333,3.72375,523.020833333333,23.314375,63.4635416666667,2,24.8,51.5,11,50,12
2026-02-19,Thursday,AERO,5.945625,3.76104166666667,536.645833333333,23.1366666666667,63.0097916666667,2,25.0,51.7,10,52,14
2026-02-20,Friday,AERO,5.96354166666667,3.69895833333333,540.229166666667,23.153125,63.3622916666667,2,25.2,52.0,11,65,16
2026-02-21,Saturday,AERO,6.005,3.77,559.333333333333,23.191875,63.635,2,25.3,52.3,10,72,17
2026-02-23,Monday,AERO,6.030625,3.689375,578.125,23.334375,63.1227083333333,2,25.7,52.9,11,84,19
2026-02-24,Tuesday,AERO,6.03625,3.77083333333333,584.6875,23.1785416666667,63.379375,2,26.0,53.4,11,96,19
2026-02-26,Thursday,AERO,6.06479166666667,3.730625,606.229166666667,23.1716666666667,63.7808333333333,2,26.8,53.6,12,155,21
2026-02-27,Friday,AERO,6.08416666666667,3.69208333333333,616.958333333333,23.2016666666667,63.0854166666667,2,27.0,53.8,13,187,22
2026-02-28,Saturday,AERO,6.07166666666667,3.66958333333333,623.458333333333,23.2152083333333,63.848125,2,27.5,54.3,14,193,23
2026-03-02,Monday,AERO,6.10479166666667,3.66708333333333,642.166666666667,23.2947916666667,62.8314583333333,2,28.7,56.0,16,202,25
2026-03-03,Tuesday,AERO,6.09916666666667,3.65729166666667,652.5625,23.05125,63.14375,2,28.8,56.2,16,222,26
2026-03-04,Wednesday,AERO,6.136875,3.67416666666667,659.75,23.1541666666667,63.73625,2,28.9,56.5,16,241,27
2026-03-05,Thursday,AERO,6.1475,3.75770833333333,679.354166666667,23.2035416666667,63.0902083333333,2,28.9,56.8,17,253,28
2026-03-06,Friday,AERO,6.13520833333333,3.69416666666666,686.520833333333,23.2022916666667,63.4364583333333,2,29.1,57.0,17,257,27
2026-03-07,Saturday,AERO,6.16979166666667,3.72958333333333,698.666666666667,23.2483333333333,63.1352083333333,2,29.4,57.4,18,273,28
2026-03-09,Monday,AERO,6.20875,3.746875,722.458333333333,23.081875,63.5920833333333,2,30.5,58.7,21,299,30
2026-03-10,Tuesday,AERO,6.21291666666667,3.690625,726.916666666667,23.2708333333333,63.4339583333333,2,30.5,59.1,21,311,30
2026-03-11,Wednesday,AERO,6.21520833333333,3.66208333333333,737.020833333333,23.2325,62.860625,2,30.7,59.5,22,323,30
2026-03-12,Thursday,AERO,6.23979166666667,3.67875,755.333333333333,23.250625,62.8654166666667,2,31.3,60.1,24,350,30
2026-03-13,Friday,AERO,6.22479166666667,3.68916666666667,763.270833333333,23.370625,62.8210416666667,2,31.3,60.1,24,339,32
2026-03-14,Saturday,AERO,6.24666666666667,3.67541666666667,766.8125,23.1614583333333,63.254375,2,31.3,60.2,24,308,32
2026-03-16,Monday,AERO,6.276875,3.72645833333333,786.5625,23.263125,63.2775,2,32.0,60.8,25,312,33
2026-03-17,Tuesday,AERO,6.66553138446634,5.55972979535018,787.417345009818,21.8449100634085,64.879313439358,2,32.3,61.0,26,314,34
2026-02-06,Friday,AERO,5.79770833333333,3.69833333333333,399.145833333333,23.085,63.29375,3,22.6,36.5,11,95,9
2026-02-07,Saturday,AERO,5.80479166666667,3.64708333333333,408.729166666667,23.255625,62.9891666666667,3,22.7,36.7,11,100,10
2026-02-09,Monday,AERO,5.85458333333333,3.64645833333333,432.1875,23.21125,63.5139583333333,3,23.1,37.3,12,105,11
2026-02-10,Tuesday,AERO,5.869375,3.69666666666667,445.8125,23.1675,63.1125,3,23.5,37.9,12,110,12
2026-02-11,Wednesday,AERO,5.87833333333333,3.655625,445.270833333333,23.308125,63.3754166666667,3,23.7,38.1,12,115,12
2026-02-12,Thursday,AERO,5.88229166666667,3.75395833333333,468.625,23.2522916666667,63.6689583333333,3,24.0,38.5,13,125,14
2026-02-13,Friday,AERO,5.90458333333333,3.72416666666667,472.583333333333,23.140625,63.1516666666667,3,24.1,38.8,12,128,14
2026-02-14,Saturday,AERO,5.92645833333333,3.58604166666667,482.5,23.159375,63.0245833333333,3,24.3,39.1,12,132,18
2026-02-16,Monday,AERO,5.89416666666667,3.70041666666667,502.854166666667,23.1422916666667,62.8141666666667,3,25.0,39.8,13,145,21
2026-02-18,Wednesday,AERO,5.96208333333333,3.72375,523.020833333333,23.314375,63.4635416666667,3,25.5,40.6,13,151,23
2026-02-19,Thursday,AERO,5.945625,3.76104166666667,536.645833333333,23.1366666666667,63.0097916666667,3,25.6,40.7,13,168,25
2026-02-20,Friday,AERO,5.96354166666667,3.69895833333333,540.229166666667,23.153125,63.3622916666667,3,25.7,40.9,15,159,26
2026-02-21,Saturday,AERO,6.005,3.77,559.333333333333,23.191875,63.635,3,25.9,41.3,14,165,27
2026-02-23,Monday,AERO,6.030625,3.689375,578.125,23.334375,63.1227083333333,3,26.4,41.8,15,197,29
2026-02-24,Tuesday,AERO,6.03625,3.77083333333333,584.6875,23.1785416666667,63.379375,3,26.7,42.1,16,222,28
2026-02-26,Thursday,AERO,6.06479166666667,3.730625,606.229166666667,23.1716666666667,63.7808333333333,3,27.1,42.7,18,243,31
2026-02-27,Friday,AERO,6.08416666666667,3.69208333333333,616.958333333333,23.2016666666667,63.0854166666667,3,27.2,43.0,20,264,32
2026-02-28,Saturday,AERO,6.07166666666667,3.66958333333333,623.458333333333,23.2152083333333,63.848125,3,27.5,43.3,20,268,37
2026-03-02,Monday,AERO,6.10479166666667,3.66708333333333,642.166666666667,23.2947916666667,62.8314583333333,3,28.4,44.3,21,281,39
2026-03-03,Tuesday,AERO,6.09916666666667,3.65729166666667,652.5625,23.05125,63.14375,3,28.6,44.7,21,294,39
2026-03-04,Wednesday,AERO,6.136875,3.67416666666667,659.75,23.1541666666667,63.73625,3,28.7,45.5,22,316,39
2026-03-05,Thursday,AERO,6.1475,3.75770833333333,679.354166666667,23.2035416666667,63.0902083333333,3,28.9,46.0,22,351,40
2026-03-06,Friday,AERO,6.13520833333333,3.69416666666666,686.520833333333,23.2022916666667,63.4364583333333,3,29.3,46.5,23,388,36
2026-03-07,Saturday,AERO,6.16979166666667,3.72958333333333,698.666666666667,23.2483333333333,63.1352083333333,3,29.4,46.7,24,410,37
2026-03-09,Monday,AERO,6.20875,3.746875,722.458333333333,23.081875,63.5920833333333,3,30.0,47.4,27,444,43
2026-03-10,Tuesday,AERO,6.21291666666667,3.690625,726.916666666667,23.2708333333333,63.4339583333333,3,30.2,47.6,27,479,43
2026-03-11,Wednesday,AERO,6.21520833333333,3.66208333333333,737.020833333333,23.2325,62.860625,3,30.3,47.8,28,506,43
2026-03-12,Thursday,AERO,6.23979166666667,3.67875,755.333333333333,23.250625,62.8654166666667,3,30.3,47.8,31,513,45
2026-03-13,Friday,AERO,6.22479166666667,3.68916666666667,763.270833333333,23.370625,62.8210416666667,3,30.4,48.7,28,507,45
2026-03-14,Saturday,AERO,6.24666666666667,3.67541666666667,766.8125,23.1614583333333,63.254375,3,30.5,49.5,28,469,45
2026-03-16,Monday,AERO,6.276875,3.72645833333333,786.5625,23.263125,63.2775,3,30.9,49.8,30,478,48
2026-03-17,Tuesday,AERO,6.66553138446634,5.55972979535018,787.417345009818,21.8449100634085,64.879313439358,3,31.2,50.0,31,486,49
2026-02-06,Friday,AERO,5.79770833333333,3.69833333333333,399.145833333333,23.085,63.29375,4,33.9,17.9,9,58,7
2026-02-07,Saturday,AERO,5.80479166666667,3.64708333333333,408.729166666667,23.255625,62.9891666666667,4,34.1,18.1,9,62,7
2026-02-09,Monday,AERO,5.85458333333333,3.64645833333333,432.1875,23.21125,63.5139583333333,4,34.5,18.6,10,66,8
2026-02-10,Tuesday,AERO,5.869375,3.69666666666667,445.8125,23.1675,63.1125,4,34.7,19.0,10,70,8
2026-02-11,Wednesday,AERO,5.87833333333333,3.655625,445.270833333333,23.308125,63.3754166666667,4,34.8,19.2,10,74,9
2026-02-12,Thursday,AERO,5.88229166666667,3.75395833333333,468.625,23.2522916666667,63.6689583333333,4,35.1,19.6,11,82,10
2026-02-13,Friday,AERO,5.90458333333333,3.72416666666667,472.583333333333,23.140625,63.1516666666667,4,35.3,19.8,11,82,11
2026-02-14,Saturday,AERO,5.92645833333333,3.58604166666667,482.5,23.159375,63.0245833333333,4,35.4,20.1,11,85,11
2026-02-16,Monday,AERO,5.89416666666667,3.70041666666667,502.854166666667,23.1422916666667,62.8141666666667,4,35.9,21.8,13,88,11
2026-02-18,Wednesday,AERO,5.96208333333333,3.72375,523.020833333333,23.314375,63.4635416666667,4,36.5,22.4,18,93,23
2026-02-19,Thursday,AERO,5.945625,3.76104166666667,536.645833333333,23.1366666666667,63.0097916666667,4,36.7,22.7,18,95,14
2026-02-20,Friday,AERO,5.96354166666667,3.69895833333333,540.229166666667,23.153125,63.3622916666667,4,37.0,23.1,19,110,15
2026-02-21,Saturday,AERO,6.005,3.77,559.333333333333,23.191875,63.635,4,37.2,23.3,21,114,15
2026-02-23,Monday,AERO,6.030625,3.689375,578.125,23.334375,63.1227083333333,4,37.8,24.1,23,134,17
2026-02-24,Tuesday,AERO,6.03625,3.77083333333333,584.6875,23.1785416666667,63.379375,4,38.0,24.4,22,155,17
2026-02-26,Thursday,AERO,6.06479166666667,3.730625,606.229166666667,23.1716666666667,63.7808333333333,4,38.4,24.8,25,192,19
2026-02-27,Friday,AERO,6.08416666666667,3.69208333333333,616.958333333333,23.2016666666667,63.0854166666667,4,38.5,25.0,28,216,20
2026-02-28,Saturday,AERO,6.07166666666667,3.66958333333333,623.458333333333,23.2152083333333,63.848125,4,38.8,25.4,31,245,23
2026-03-02,Monday,AERO,6.10479166666667,3.66708333333333,642.166666666667,23.2947916666667,62.8314583333333,4,39.1,25.7,34,273,24
2026-03-03,Tuesday,AERO,6.09916666666667,3.65729166666667,652.5625,23.05125,63.14375,4,39.4,26.1,35,291,25
2026-03-04,Wednesday,AERO,6.136875,3.67416666666667,659.75,23.1541666666667,63.73625,4,39.9,26.6,36,322,25
2026-03-05,Thursday,AERO,6.1475,3.75770833333333,679.354166666667,23.2035416666667,63.0902083333333,4,40.3,27.1,33,364,30
2026-03-06,Friday,AERO,6.13520833333333,3.69416666666666,686.520833333333,23.2022916666667,63.4364583333333,4,40.4,27.4,38,397,32
2026-03-07,Saturday,AERO,6.16979166666667,3.72958333333333,698.666666666667,23.2483333333333,63.1352083333333,4,41.0,28.0,42,413,36
2026-03-09,Monday,AERO,6.20875,3.746875,722.458333333333,23.081875,63.5920833333333,4,41.7,28.8,49,465,44
2026-03-10,Tuesday,AERO,6.21291666666667,3.690625,726.916666666667,23.2708333333333,63.4339583333333,4,42.0,29.3,51,472,50
2026-03-11,Wednesday,AERO,6.21520833333333,3.66208333333333,737.020833333333,23.2325,62.860625,4,42.2,29.5,54,499,50
2026-03-12,Thursday,AERO,6.23979166666667,3.67875,755.333333333333,23.250625,62.8654166666667,4,42.2,29.7,54,551,54
2026-03-13,Friday,AERO,6.22479166666667,3.68916666666667,763.270833333333,23.370625,62.8210416666667,4,42.2,29.8,54,547,54
2026-03-14,Saturday,AERO,6.24666666666667,3.67541666666667,766.8125,23.1614583333333,63.254375,4,42.2,29.8,54,560,60
2026-03-16,Monday,AERO,6.276875,3.72645833333333,786.5625,23.263125,63.2775,4,42.6,30.1,55,575,62
2026-03-17,Tuesday,AERO,6.66553138446634,5.55972979535018,787.417345009818,21.8449100634085,64.879313439358,4,43.0,30.5,57,593,65
2026-02-06,Friday,AERO,5.79770833333333,3.69833333333333,399.145833333333,23.085,63.29375,5,33.0,60.6,5,71,12
2026-02-07,Saturday,AERO,5.80479166666667,3.64708333333333,408.729166666667,23.255625,62.9891666666667,5,33.2,60.9,5,76,13
2026-02-09,Monday,AERO,5.85458333333333,3.64645833333333,432.1875,23.21125,63.5139583333333,5,33.4,61.1,5,81,14
2026-02-10,Tuesday,AERO,5.869375,3.69666666666667,445.8125,23.1675,63.1125,5,33.6,61.4,5,86,15
2026-02-11,Wednesday,AERO,5.87833333333333,3.655625,445.270833333333,23.308125,63.3754166666667,5,33.9,61.8,5,91,16
2026-02-12,Thursday,AERO,5.88229166666667,3.75395833333333,468.625,23.2522916666667,63.6689583333333,5,34.1,62.1,6,101,16
2026-02-13,Friday,AERO,5.90458333333333,3.72416666666667,472.583333333333,23.140625,63.1516666666667,5,34.2,62.2,8,102,18
2026-02-14,Saturday,AERO,5.92645833333333,3.58604166666667,482.5,23.159375,63.0245833333333,5,34.5,62.7,12,108,20
2026-02-16,Monday,AERO,5.89416666666667,3.70041666666667,502.854166666667,23.1422916666667,62.8141666666667,5,34.9,63.1,14,115,22
2026-02-18,Wednesday,AERO,5.96208333333333,3.72375,523.020833333333,23.314375,63.4635416666667,5,35.3,63.7,15,121,26
2026-02-19,Thursday,AERO,5.945625,3.76104166666667,536.645833333333,23.1366666666667,63.0097916666667,5,35.4,63.9,16,136,27
2026-02-20,Friday,AERO,5.96354166666667,3.69895833333333,540.229166666667,23.153125,63.3622916666667,5,35.7,64.3,18,139,29
2026-02-21,Saturday,AERO,6.005,3.77,559.333333333333,23.191875,63.635,5,35.9,64.5,18,144,31
2026-02-23,Monday,AERO,6.030625,3.689375,578.125,23.334375,63.1227083333333,5,36.3,64.9,20,150,33
2026-02-24,Tuesday,AERO,6.03625,3.77083333333333,584.6875,23.1785416666667,63.379375,5,36.5,65.1,20,201,35
2026-02-26,Thursday,AERO,6.06479166666667,3.730625,606.229166666667,23.1716666666667,63.7808333333333,5,36.8,65.6,24,265,35
2026-02-27,Friday,AERO,6.08416666666667,3.69208333333333,616.958333333333,23.2016666666667,63.0854166666667,5,36.9,65.8,28,273,36
2026-02-28,Saturday,AERO,6.07166666666667,3.66958333333333,623.458333333333,23.2152083333333,63.848125,5,37.1,66.1,29,298,38
2026-03-02,Monday,AERO,6.10479166666667,3.66708333333333,642.166666666667,23.2947916666667,62.8314583333333,5,37.3,66.5,30,314,43
2026-03-03,Tuesday,AERO,6.09916666666667,3.65729166666667,652.5625,23.05125,63.14375,5,37.4,66.8,31,329,46
2026-03-04,Wednesday,AERO,6.136875,3.67416666666667,659.75,23.1541666666667,63.73625,5,37.6,67.0,30,353,48
2026-03-05,Thursday,AERO,6.1475,3.75770833333333,679.354166666667,23.2035416666667,63.0902083333333,5,37.8,67.3,26,370,49
2026-03-06,Friday,AERO,6.13520833333333,3.69416666666666,686.520833333333,23.2022916666667,63.4364583333333,5,38.1,67.4,31,392,49
2026-03-07,Saturday,AERO,6.16979166666667,3.72958333333333,698.666666666667,23.2483333333333,63.1352083333333,5,38.2,67.7,33,417,49
2026-03-09,Monday,AERO,6.20875,3.746875,722.458333333333,23.081875,63.5920833333333,5,39.5,69.1,40,451,52
2026-03-10,Tuesday,AERO,6.21291666666667,3.690625,726.916666666667,23.2708333333333,63.4339583333333,5,39.8,69.4,40,489,52
2026-03-11,Wednesday,AERO,6.21520833333333,3.66208333333333,737.020833333333,23.2325,62.860625,5,40.2,70.0,41,528,52
2026-03-12,Thursday,AERO,6.23979166666667,3.67875,755.333333333333,23.250625,62.8654166666667,5,40.7,70.5,44,598,54
2026-03-13,Friday,AERO,6.22479166666667,3.68916666666667,763.270833333333,23.370625,62.8210416666667,5,40.7,70.6,42,602,54
2026-03-14,Saturday,AERO,6.24666666666667,3.67541666666667,766.8125,23.1614583333333,63.254375,5,40.8,70.8,42,607,59
2026-03-16,Monday,AERO,6.276875,3.72645833333333,786.5625,23.263125,63.2775,5,41.0,71.1,43,616,60
2026-03-17,Tuesday,AERO,6.66553138446634,5.55972979535018,787.417345009818,21.8449100634085,64.879313439358,5,41.5,71.5,45,624,63
2026-02-06,Friday,AERO,5.79770833333333,3.69833333333333,399.145833333333,23.085,63.29375,6,29.4,42.2,9,56,12
2026-02-07,Saturday,AERO,5.80479166666667,3.64708333333333,408.729166666667,23.255625,62.9891666666667,6,29.6,42.5,9,61,13
2026-02-09,Monday,AERO,5.85458333333333,3.64645833333333,432.1875,23.21125,63.5139583333333,6,29.8,42.8,9,66,14
2026-02-10,Tuesday,AERO,5.869375,3.69666666666667,445.8125,23.1675,63.1125,6,30.0,43.2,9,71,15
2026-02-11,Wednesday,AERO,5.87833333333333,3.655625,445.270833333333,23.308125,63.3754166666667,6,30.2,43.5,9,76,16
2026-02-12,Thursday,AERO,5.88229166666667,3.75395833333333,468.625,23.2522916666667,63.6689583333333,6,30.5,44.0,10,86,18
2026-02-13,Friday,AERO,5.90458333333333,3.72416666666667,472.583333333333,23.140625,63.1516666666667,6,30.6,44.3,11,94,18
2026-02-14,Saturday,AERO,5.92645833333333,3.58604166666667,482.5,23.159375,63.0245833333333,6,30.8,44.6,13,102,18
2026-02-16,Monday,AERO,5.89416666666667,3.70041666666667,502.854166666667,23.1422916666667,62.8141666666667,6,31.4,45.3,16,108,23
2026-02-18,Wednesday,AERO,5.96208333333333,3.72375,523.020833333333,23.314375,63.4635416666667,6,31.7,45.6,17,128,23
2026-02-19,Thursday,AERO,5.945625,3.76104166666667,536.645833333333,23.1366666666667,63.0097916666667,6,31.8,45.8,17,145,23
2026-02-20,Friday,AERO,5.96354166666667,3.69895833333333,540.229166666667,23.153125,63.3622916666667,6,32.0,46.2,18,156,26
2026-02-21,Saturday,AERO,6.005,3.77,559.333333333333,23.191875,63.635,6,32.1,46.4,18,168,26
2026-02-23,Monday,AERO,6.030625,3.689375,578.125,23.334375,63.1227083333333,6,32.6,47.0,19,182,26
2026-02-24,Tuesday,AERO,6.03625,3.77083333333333,584.6875,23.1785416666667,63.379375,6,32.8,47.3,19,198,30
2026-02-26,Thursday,AERO,6.06479166666667,3.730625,606.229166666667,23.1716666666667,63.7808333333333,6,33.1,47.6,26,206,31
2026-02-27,Friday,AERO,6.08416666666667,3.69208333333333,616.958333333333,23.2016666666667,63.0854166666667,6,33.2,47.8,25,218,33
2026-02-28,Saturday,AERO,6.07166666666667,3.66958333333333,623.458333333333,23.2152083333333,63.848125,6,33.5,48.2,29,224,33
